"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LGI2",2.12539384336626,0.410338660146004,6.64519956794829,9.57591925487815e-09,1.65853196103633e-07,9.78255055290123
"THRA",1.08184807529962,3.42817061240495,6.63337576368197,1.00311466466264e-08,1.73217479893466e-07,9.73723458108269
"PFKM",1.10646174006694,4.13763888799011,6.6288364003062,1.02115834879511e-08,1.75806888855994e-07,9.71984005347235
"ARL4A",1.43206289582554,4.27053498320807,6.60936746770767,1.10228214631232e-08,1.87534285511986e-07,9.64525597231332
"SLC39A10",1.20881904868214,4.06618888882521,6.60263992971412,1.13178054671051e-08,1.91423586602724e-07,9.61949070970249
"BCL9L",1.0473602887323,4.25342690679166,6.60099504207869,1.13911165101794e-08,1.92381447942781e-07,9.6131916740324
"PCSK5",1.81972143868336,3.01838681896181,6.57708034541951,1.25119273749735e-08,2.08485573813047e-07,9.52163769174107
"CLIC5",1.43127688533205,0.689550411098044,6.57176392725706,1.27756340894228e-08,2.11734108076857e-07,9.50129135374525
"SQLE",2.14078592623344,5.0717448414755,6.55835695220578,1.34654673492487e-08,2.20630917434068e-07,9.44999300892378
"PRR15L",3.08231814627492,1.30020381730581,6.54648804568664,1.4107017936618e-08,2.30161883873959e-07,9.40459319338679
"MPZL1",1.17840620789232,5.68137051327964,6.53549355189482,1.47283977862002e-08,2.38612455707611e-07,9.36254956822898
"PIP5K1B",2.43261487393678,-0.476413270554032,6.52042376320227,1.56245660570455e-08,2.51015834913677e-07,9.3049399370244
"SLC1A3",2.19437904003898,2.58127942355568,6.50765415409761,1.64262600148997e-08,2.61708438220813e-07,9.25614024420419
"PDGFB",1.38691443430317,2.90047998645291,6.50033522298325,1.69040623251614e-08,2.68209572105552e-07,9.22817757481061
"GNA12",1.12512541891199,4.10543072355911,6.49880971280333,1.70053798664686e-08,2.69154594846785e-07,9.22234986495251
"KIF7",2.06414982933263,0.769535846837692,6.49572888270991,1.72118399555191e-08,2.70857535998516e-07,9.21058124957853
"TRIM45",1.31554762690014,1.15946951545909,6.47876365048497,1.83942271198425e-08,2.87503265348758e-07,9.14579140372931
"COLEC12",2.51165018677158,2.23321229993635,6.47646372749065,1.85606169966269e-08,2.89711389791734e-07,9.13701021350628
"JAM3",1.73163180723334,4.1383072057079,6.46961098968491,1.9065309724034e-08,2.95589176971414e-07,9.11084930208896
"NDRG4",1.78629215214873,-0.220067560534006,6.46152607391509,1.96783233027e-08,3.03868084734463e-07,9.07999043674052
"CHD3",1.22336448832102,5.23003599754678,6.4403205671432,2.13808691187084e-08,3.26660033489141e-07,8.99908351604789
"CD200",2.53695563725984,1.37278161185701,6.43658181753655,2.16958819901822e-08,3.30515544980475e-07,8.98482352928013
"RASGRF2",1.87974231851788,3.05823301894054,6.42927089532061,2.23252663081903e-08,3.35752212340254e-07,8.9569430476161
"APCDD1",3.54086599131717,3.07429892085775,6.42728209096169,2.24995972765e-08,3.37493959147499e-07,8.94935962034195
"CA5B",1.11368150966464,3.0590331377497,6.42572485036465,2.26370431094828e-08,3.3823612988068e-07,8.94342205687637
"SACS",1.15509514161643,3.74275166775087,6.42300047166881,2.28795138271912e-08,3.40535731608581e-07,8.93303494727759
"ZNF286A",1.30325548540256,1.76357208096091,6.39383961476984,2.56421986090224e-08,3.74883093732666e-07,8.82190352773804
"FBN1",1.48433047748748,6.2352992898761,6.39265005495506,2.57616773307721e-08,3.75677557535342e-07,8.81737205585845
"CEP250",1.13404018326848,4.03678645715894,6.38278740717521,2.67738261414577e-08,3.88962323100396e-07,8.77980745632156
"TMEM200A",2.55480880888623,0.990293027773167,6.38130715946294,2.69291090349075e-08,3.90235267233239e-07,8.77417043350919
"SDK1",2.53310153285684,0.0618319774229721,6.36758847877715,2.84115065984424e-08,4.06492576386777e-07,8.72193882969535
"VWF",2.30359041488376,4.36859591908795,6.36353386898932,2.88649615357963e-08,4.11021116937032e-07,8.70650552286025
"WTIP",1.28303590336036,2.38854398794943,6.36240930428837,2.89919983513256e-08,4.11850616973572e-07,8.7022253451826
"ORAI2",1.16980554140171,2.32783631152613,6.35631614347215,2.96900359853652e-08,4.18673062458664e-07,8.679036750842
"DNMT3B",1.76097825516259,1.08064621963003,6.3556520386277,2.97671184688569e-08,4.19247511035732e-07,8.67650963205183
"TRAF5",1.07251713595573,3.91569600927089,6.35243845950737,3.01429361936188e-08,4.23533351003143e-07,8.6642816898109
"SH3PXD2B",1.68431502869535,3.34542065013213,6.35242217000486,3.01448531576576e-08,4.23533351003143e-07,8.66421970979788
"LTBP3",1.09457275704602,6.13183962768146,6.34505191077101,3.10247364915867e-08,4.35365371569894e-07,8.63617961555846
"ALDH1L2",2.20962736584659,0.560149779910753,6.33614757519688,3.21218604581404e-08,4.47494758918659e-07,8.6023112836843
"PRKD1",1.59885518648186,2.75817444076362,6.33165923323132,3.26894046637235e-08,4.54303955175965e-07,8.58524292703737
"TMC7",2.06690279130724,0.450038176205388,6.31336289456663,3.51078704190659e-08,4.84413020674552e-07,8.51568906614554
"HSP90AB1",1.0449404488215,9.70732820907356,6.30772651544261,3.58881138600392e-08,4.92820706399467e-07,8.49427004717454
"CHST10",1.6458034530218,1.10305484842304,6.30541963604831,3.62124004729564e-08,4.94331407639707e-07,8.48550465219549
"CHRM3",1.97655803803333,0.095815892193077,6.29027753108417,3.84144365310339e-08,5.18257924427457e-07,8.42798502571715
"STXBP1",1.07932286214442,2.73690814477128,6.28679290368215,3.89397223093834e-08,5.22898366517738e-07,8.41475195526168
"TRO",2.07363820414556,2.44801985227744,6.28280723276134,3.95492882025272e-08,5.29648113624746e-07,8.39961791067905
"FERMT1",2.35081107342598,0.674876866615887,6.27209046914333,4.12357045390039e-08,5.46728565353345e-07,8.35893454742326
"NDRG1",1.10908923281416,6.96927126664801,6.26690632780083,4.20769318894724e-08,5.52798871691417e-07,8.3392592736297
"STC1",2.47550741061117,3.5879624058372,6.26311522832282,4.27028784527625e-08,5.59112035133502e-07,8.32487304084956
"MAGEE1",1.8230003519187,0.0297280597094302,6.23517043494654,4.76111217684387e-08,6.16362128651911e-07,8.21888402465639
"GLIS2",1.52759378025192,2.21774154159514,6.22933229260684,4.87052043967713e-08,6.28427888944919e-07,8.19675330383036
"STXBP6",1.831511049605,2.19303174050321,6.22580281398845,4.93787057457238e-08,6.35695726313532e-07,8.18337612986433
"B3GALNT1",1.6749346856914,2.58483922910319,6.21781066177527,5.09381463123084e-08,6.53583445731343e-07,8.15309063711299
"FDFT1",1.13208834750387,6.39331016607553,6.21534380282269,5.14292852978943e-08,6.5842042831433e-07,8.14374433930806
"EDIL3",2.82969682787547,3.50741822661332,6.20963450020265,5.25840812778754e-08,6.70229146453362e-07,8.12211620950609
"EFNB2",1.09810988207978,4.87251049174862,6.20876032467804,5.27631547693357e-08,6.7176930492747e-07,8.11880500053398
"CBX6",1.24758792963431,4.39780498058505,6.1841558267316,5.80593165753336e-08,7.27159844404422e-07,8.02564808554827
"ZNF610",2.06055649324487,-0.140489383107814,6.18180348542739,5.85924891059182e-08,7.32247412607547e-07,8.01674581087273
"PLAG1",2.0327159313265,3.84131782478482,6.18047135992425,5.88965755434043e-08,7.34456215019642e-07,8.01170479298066
"ASAP3",1.36703524506877,3.30972095592201,6.16078230592163,6.35780131945238e-08,7.84355488982708e-07,7.93722480333838
"MVB12B",1.00710441636671,2.94330074818152,6.15713442613837,6.44850517208891e-08,7.9300114243119e-07,7.92343118604572
"CEMIP",3.50561058024386,0.756041814651249,6.15474937121696,6.50850211292959e-08,7.99526857003651e-07,7.91441360810431
"MAP1B",2.03483534335714,4.50428280254717,6.1435886454663,6.7966967701373e-08,8.28279946590947e-07,7.87222649137606
"NAV1",1.16034770875565,3.28307578103243,6.14191102882832,6.84109754606962e-08,8.32405698248028e-07,7.86588661183621
"ENTPD1",1.22538649613117,4.57847950208624,6.13989124995561,6.89493613195725e-08,8.37190402969756e-07,7.85825417122399
"MAP7D2",2.13581260109951,1.4899899855157,6.13732354821737,6.9639872427229e-08,8.42912831529997e-07,7.84855200876214
"FOXC1",2.01113858712437,1.7705284147787,6.1216673002983,7.40011212624622e-08,8.86399723533232e-07,7.78941365514091
"TBKBP1",1.17252164602143,1.65289528072249,6.105903675601,7.86659108568504e-08,9.35475548179143e-07,7.72990370334579
"ASNS",1.28911377585666,3.49976458239705,6.10349331147029,7.940444701665e-08,9.42315119688331e-07,7.72080726720046
"KITLG",1.46032358469836,4.3329417928395,6.09374011496549,8.24636953392075e-08,9.71622804635096e-07,7.68400811298707
"SORT1",1.43195031834297,5.44753163560836,6.08745378376929,8.44971641293044e-08,9.94566110440333e-07,7.66029664075257
"PECAM1",1.28201742767232,6.18095746083497,6.07772874460703,8.77413492808642e-08,1.02542701515174e-06,7.62362568014345
"ZNRF3",1.61474868078745,5.25704617842538,6.07708698913373,8.79597260712206e-08,1.02693870468778e-06,7.62120623536209
"DLL4",1.43207598268506,2.68033425478764,6.06851745173931,9.09279434102766e-08,1.05618155297568e-06,7.58890435805361
"IL34",1.48185987164304,0.631635175341429,6.06827365446983,9.10138243309779e-08,1.05618155297568e-06,7.58798554629039
"PRKAA2",1.86981407256256,5.00279610549067,6.06704625758086,9.14474149407787e-08,1.06014666466521e-06,7.58335991979889
"AATK",1.89796353706519,-0.0248792537989343,6.06477666628976,9.22545736714076e-08,1.06843022821254e-06,7.5748071998711
"PRDM5",1.57335250714553,1.58260311880178,6.05293120038345,9.65833473439294e-08,1.11520411572795e-06,7.53018084808761
"HABP4",1.00166139602775,4.79573828517592,6.05247820865495,9.67528259333993e-08,1.11604384714176e-06,7.52847466031221
"HEYL",1.70598397480559,3.30952718143914,6.04361615301512,1.00128344981532e-07,1.14695179678448e-06,7.49510184922709
"EML6",1.88465687137505,2.58338244209545,6.04224928243581,1.00659270821591e-07,1.15188957234826e-06,7.4899554966367
"PRRT1",1.15033233217033,0.956283930515712,6.03661661957464,1.02876739951716e-07,1.17425703777182e-06,7.46875106342404
"PLAT",1.55038464003098,3.57593313197611,6.03320032527927,1.04245189878117e-07,1.18370983391973e-06,7.45589253152001
"ITGA7",1.52598383859082,3.71884651934871,6.0205073350366,1.09489491032393e-07,1.23338614708517e-06,7.40813273103038
"QPCT",2.15354636869039,1.80817908639553,6.01801495985396,1.10549559292659e-07,1.24408699164958e-06,7.39875750759145
"CLSTN1",1.01308132364351,4.94549468418975,6.01519139097895,1.11762786981899e-07,1.25492754309488e-06,7.38813760005996
"KREMEN1",1.39846839161512,3.54756462415602,6.01501450318296,1.11839229675036e-07,1.25492754309488e-06,7.38747233564138
"C1orf198",1.14258003925642,5.26720867206327,6.01368523555114,1.12415337798902e-07,1.25772155335629e-06,7.38247318957631
"TNFRSF25",1.32167332896012,1.99148200904301,6.0068683679528,1.15416327008476e-07,1.28506499231928e-06,7.35684029648642
"ZNF423",1.48752808931163,0.640449115156794,6.00536873258543,1.16087092051071e-07,1.28973491338912e-06,7.35120228262707
"CPNE5",2.17921446385917,0.252476183484084,5.99928123685899,1.18849842476479e-07,1.31567459977561e-06,7.32831928522907
"CDCA7",2.63383629880995,1.08421472885458,5.9984036156513,1.19253480011553e-07,1.31761388116213e-06,7.32502075542224
"SEZ6L2",2.41047605145288,1.04114301368539,5.97712367395961,1.29467340744648e-07,1.41020375400332e-06,7.24507629454501
"SPECC1",1.63151511502658,2.08351606242325,5.97656165537484,1.2974852910129e-07,1.41162725231016e-06,7.24296584578954
"NRP2",1.15579155595287,5.34619977320143,5.97331621254583,1.31384160930935e-07,1.42569736250079e-06,7.23077976417185
"CPD",1.14087911691445,7.55849901770198,5.96827081213767,1.33967587530681e-07,1.44828127663205e-06,7.21183838886185
"VCAM1",1.27925641655105,6.33733630860508,5.96081913359638,1.3787543949206e-07,1.48634877994477e-06,7.18387063526593
"GDPD3",1.29767306291072,0.537637749697875,5.95272509070069,1.42248191989195e-07,1.53062770018225e-06,7.15350178358281
"ASPSCR1",1.55754097303045,4.99598836266866,5.94929244877723,1.44143885187223e-07,1.54958035007886e-06,7.14062561728383
"PLCL1",1.64167571389104,1.91310939160566,5.94563369547295,1.46192007663143e-07,1.57013483090721e-06,7.12690333127271
"MAP3K12",1.04288818902619,2.85278078384075,5.9438554087306,1.47197854170628e-07,1.57799930098346e-06,7.12023456683074
"EMCN",1.45326480722137,3.9224061603913,5.94026831709919,1.49247716732702e-07,1.59552586887092e-06,7.10678411600006
"SYT11",1.50375082426261,2.98561727325936,5.93003374746026,1.55253040993318e-07,1.65359540891775e-06,7.06841898911374
"SLC38A5",2.70489782524535,-0.119742536610112,5.92707262407788,1.57034749555573e-07,1.66795196696458e-06,7.05732209478438
"PARM1",2.01518945879745,2.6659958862147,5.91227022524146,1.66249564065093e-07,1.75612520283045e-06,7.00187083133677
"PRKX",1.10336558530678,3.1020604134209,5.90596648222792,1.70334526068262e-07,1.79275978237877e-06,6.97826714711198
"UACA",1.09832222394237,6.41599574822659,5.90572801414725,1.70490994422285e-07,1.79275978237877e-06,6.97737435608927
"MORN4",1.28185226111031,0.58044654835147,5.89219713265493,1.7960624203956e-07,1.87659239304921e-06,6.92673186919823
"OLFML2B",2.61360893764533,1.38334965048442,5.88994196107625,1.81171692592531e-07,1.8878188564181e-06,6.91829428505475
"PROCA1",1.79564319195676,0.883872100252077,5.8738968508166,1.9270638909897e-07,1.99181738195037e-06,6.8582868014157
"ATP1A2",2.55746311202959,1.53931417018952,5.87328812336491,1.9315802702404e-07,1.99357169309738e-06,6.85601105020885
"COL4A2",1.94484675117545,6.90487474325965,5.87320231849058,1.93221773115117e-07,1.99357169309738e-06,6.85569027033076
"CD24",1.98466834153251,5.54442056990168,5.86907173335649,1.96315223311703e-07,2.02006788661953e-06,6.84024961271184
"CAP2",1.14390367535542,3.97069053075165,5.86052553588822,2.02872089308429e-07,2.07826780654771e-06,6.80831191328346
"FAM13C",1.29150653934553,3.3963974783287,5.85772648683066,2.05066365026954e-07,2.09888244949948e-06,6.79785435659448
"SHC3",2.21187571604033,-0.19753015125352,5.84679218598508,2.13865593543283e-07,2.1809531461145e-06,6.75701530864042
"PRKCQ",1.28411354165637,0.38096784386408,5.84590287928267,2.14597470380578e-07,2.1809531461145e-06,6.75369468719833
"COL15A1",2.65806930761074,3.52265805876323,5.84487914775675,2.15443045212838e-07,2.18569527399304e-06,6.7498722978549
"PHYHIPL",2.14210676052686,3.64294440931856,5.84308598777609,2.16932101635118e-07,2.19886800734718e-06,6.74317746190972
"FOXQ1",3.59700657136854,1.04413908082653,5.83177879029361,2.26559139162764e-07,2.27997840914694e-06,6.70097425477508
"PDE4C",1.87145781966451,0.0849212248773936,5.82618240792114,2.31479169730799e-07,2.31780574899719e-06,6.68009433885832
"NES",1.89057025308081,5.46685073513351,5.82320619837368,2.34138605207386e-07,2.33908243639783e-06,6.66899240421819
"ENAH",1.07545207732208,6.07560021111351,5.80654234191122,2.49597047538855e-07,2.46861872405413e-06,6.60686089476288
"PGAP1",1.07886408213405,4.63370371453764,5.79415110709072,2.61742595401525e-07,2.55864477792932e-06,6.56069146922611
"PAQR8",1.3790073360989,2.43466669820909,5.79315185552434,2.62747135975363e-07,2.56628976585589e-06,6.55696946367636
"TCF4",1.26214552117931,6.29869080466199,5.78392780935069,2.72201968619669e-07,2.65190009123976e-06,6.52262016186805
"VASH2",1.84235196791213,0.466987861193591,5.77924496479681,2.7713000352463e-07,2.69535800223997e-06,6.50518757634889
"EXTL3",1.09700596153379,4.36938899939154,5.76987881812885,2.87252849821102e-07,2.78208364625223e-06,6.47033247888134
"SUSD1",1.042640949625,2.99017135273898,5.76801521762985,2.89310212380757e-07,2.79965880856714e-06,6.46339917216167
"SPARCL1",2.01535185136235,5.89462169497164,5.75725726317775,3.01474766122476e-07,2.90276412956825e-06,6.42338772837026
"DUSP9",3.18461937908688,1.18462277046542,5.74983917361698,3.10156066553035e-07,2.97641449890953e-06,6.39581028638604
"OSBP2",1.90839120174507,0.225513405389009,5.74468548410025,3.16332451671277e-07,3.02060830300346e-06,6.37665687434694
"CCDC170",2.46909016613609,2.25039107955495,5.733619972915,3.30007694503072e-07,3.13303601324521e-06,6.3355489568256
"NUDT4",1.05227690447248,5.98362876206719,5.72618583281631,3.39521768731533e-07,3.21015049370347e-06,6.30794411919191
"CEL",2.62615213596873,0.821618103374704,5.70617859257825,3.66494719375848e-07,3.43421331275419e-06,6.23370328737225
"GRIP2",2.0282956437046,0.0817782357939419,5.70217720380711,3.72138130616155e-07,3.47959188811392e-06,6.21886434724247
"LAMA4",1.52794541730853,5.03677228445725,5.70210382000142,3.72242426522113e-07,3.47959188811392e-06,6.21859223544141
"GAL3ST4",1.73545459059761,0.0648926776963602,5.68986754594675,3.9004334738655e-07,3.62542305568401e-06,6.17323360845526
"CDK6",1.2620255565128,6.03128653185463,5.68485716908364,3.97572752996508e-07,3.68057921814985e-06,6.15466885857671
"DNAJC6",1.80049703847067,0.640998555743851,5.68338537118661,3.99811686812295e-07,3.69241617884694e-06,6.14921637464236
"RAVER2",1.33785997737251,3.15005468237686,5.67056804070847,4.19843977383957e-07,3.85581232414326e-06,6.10175030726277
"WSCD1",1.23095234143553,1.48661896063839,5.66640336260241,4.26564065108679e-07,3.90009238049934e-06,6.08633417503246
"THY1",1.84318929607493,4.85700973821289,5.65977455280335,4.37480117809636e-07,3.98604514923709e-06,6.06180364016024
"ZNF532",1.15057965066857,4.12463912590341,5.65610582458378,4.436398181343e-07,4.03127026929407e-06,6.04823083269936
"TMEM245",1.04488868562545,7.49120315836813,5.62728876017149,4.95097758027267e-07,4.43052958793213e-06,5.9417110388159
"CGREF1",1.73758700243938,1.65243316045932,5.61586077667408,5.17099496514323e-07,4.60242491689253e-06,5.89951396179747
"ITGB4",1.63384768548564,1.0327995245082,5.61160857062991,5.25530256925949e-07,4.65740205064523e-06,5.88381962943246
"ZMYM3",1.03515798612905,4.8614138164283,5.59277164717055,5.64540169980751e-07,4.95611119465936e-06,5.81433879386967
"NQO1",2.56236871536709,1.90155743933138,5.58778510863909,5.75336972717039e-07,5.02005444802651e-06,5.79595775207411
"TTYH2",1.10121592244242,2.15927710288861,5.58574916157894,5.79803576256123e-07,5.04757302046369e-06,5.78845443735578
"ARHGAP44",1.25617090260196,1.39028712736104,5.58456478025482,5.8241769015419e-07,5.05887654813899e-06,5.78408988691159
"NFATC4",1.58383142313754,3.11932785564207,5.57539368677571,6.03057557750232e-07,5.21068833606661e-06,5.75030330707799
"ZNF711",1.55129536404803,4.04697943761103,5.55645769436937,6.47985483950997e-07,5.54900709530419e-06,5.68059734275296
"FMNL3",1.16988606871026,4.3863164179328,5.55476555217814,6.52157555904413e-07,5.58059154848472e-06,5.67437195390631
"MFAP2",2.57570242060666,1.25179528333895,5.5540250493832,6.53991637735509e-07,5.59213753986589e-06,5.67164783263534
"HEY1",1.43433938212285,2.07974000247112,5.55377945834414,6.54601042742702e-07,5.59320224299042e-06,5.67074439094744
"MAP1A",1.99186626518902,1.07022819599768,5.5521923535631,6.58552793012906e-07,5.61864383683718e-06,5.66490630262411
"MEX3B",1.63054465926519,0.98366183467567,5.54405664146775,6.79182713871551e-07,5.7690519915378e-06,5.63498773971317
"BBS12",1.09002199945267,0.403442744568725,5.54210586345382,6.84223400286682e-07,5.8075915543097e-06,5.62781593801216
"TGFB2",2.03079650308427,2.41850618240265,5.53965249672071,6.90615190429731e-07,5.84464139516283e-06,5.61879756344269
"B3GNT5",1.45336992239166,3.7242541009897,5.5340618138564,7.05401658946579e-07,5.95177025167396e-06,5.59825140399484
"CDH11",2.19046118989192,2.99462279267014,5.531236848371,7.12991634479914e-07,6.00580624360576e-06,5.58787196086065
"OLR1",3.14144952553471,1.16020896404951,5.52504000588628,7.29924441896537e-07,6.10121625889605e-06,5.56510953522428
"GDPD1",1.20239281090805,0.991367592478781,5.52396364009567,7.32905784830226e-07,6.11727078727688e-06,5.56115662643032
"PIEZO2",1.30313552961318,4.83413433821662,5.52368519370606,7.3367898647416e-07,6.11738022534475e-06,5.56013408365303
"STX1A",1.6733649007845,0.0381177869821838,5.52338628929051,7.34509892683353e-07,6.11738022534475e-06,5.55903643089725
"SEMA4F",1.2381365877562,0.66571883396029,5.51761584627506,7.50734028914469e-07,6.21659513533984e-06,5.53784962724336
"EFEMP1",1.88783777812465,4.68437949291017,5.48903708209182,8.36446326109212e-07,6.82831974035207e-06,5.43302480428435
"CAMKK1",1.16633488464629,0.831988120410557,5.48903687861173,8.36446969494363e-07,6.82831974035207e-06,5.43302405856193
"CTSC",1.14180204717347,6.15537290736079,5.47834061128109,8.70950991051427e-07,7.06499274386653e-06,5.39383637806948
"SNTG1",2.99837071212296,0.252782359209546,5.47666721276025,8.76474567717392e-07,7.09483097447026e-06,5.38770784326424
"PAQR7",1.05511725429904,3.98170487225058,5.47624040807994,8.77888891712147e-07,7.10129618927042e-06,5.38614484246958
"BCL11A",1.56849744006282,0.999728953528743,5.46571140896576,9.13500963341182e-07,7.36354550114642e-06,5.34759926500355
"FLT1",1.00516831326914,6.13266071087107,5.45998071265784,9.33478713401857e-07,7.50649858032141e-06,5.32663003606778
"KIAA1614",1.34857082650342,0.157055498944794,5.45875017895215,9.37824336817515e-07,7.52804712956857e-06,5.3221283284741
"VANGL2",1.80482525898348,2.06104056098079,5.44807854965957,9.7635755386829e-07,7.79936591680798e-06,5.28310199256061
"HRC",1.49299571151462,2.69240100847405,5.44081899181764,1.00345842514623e-06,7.97168934852736e-06,5.2565681552951
"PALLD",1.17664523789969,6.32629322569284,5.43616220735776,1.02123189773623e-06,8.09059748652982e-06,5.23955371716682
"GPIHBP1",1.95015380945074,0.881021635105299,5.42673542751363,1.05816635619916e-06,8.34309563824831e-06,5.20512612031443
"LRP4",1.70035943082707,2.69972809747177,5.39351890246792,1.19911265540964e-06,9.3143195152527e-06,5.08397656600149
"ATP1B3",1.34536046643664,4.80077656999002,5.39037931722296,1.21335496135835e-06,9.41227268276301e-06,5.07253873084835
"PLEKHG5",1.20184712989376,2.1190872267597,5.38263932238273,1.24918234449743e-06,9.63189728862152e-06,5.04435085654805
"PLXNA1",1.33960031119337,3.42386454871079,5.38033860970289,1.26003159881191e-06,9.68964299486358e-06,5.03597469039103
"CDC7",1.19564419713403,3.16440153985701,5.37540237376057,1.28362320815755e-06,9.80569119609095e-06,5.01800757050856
"UNC119B",1.23451227333735,4.34086501351143,5.37371125496912,1.29180519212648e-06,9.8421221209901e-06,5.01185346986244
"MBNL3",1.50899375817771,8.74765332969679,5.37135085486186,1.30331127391736e-06,9.91014867807298e-06,5.00326492272451
"CPXM1",3.022111572179,1.22259489714232,5.36400302533241,1.33977948869983e-06,1.01406538071867e-05,4.97653746444304
"SCUBE2",2.21483235836196,1.28861917716955,5.36219699011394,1.34889588753826e-06,1.01895966357261e-05,4.96997001535357
"ALPK3",1.63459030751815,4.64621387293109,5.36111118667469,1.35440612839626e-06,1.02245253213684e-05,4.96602197887758
"LYPD1",2.69467755481601,-0.339998484131305,5.3599203933421,1.36047466905498e-06,1.02636202142245e-05,4.96169251240272
"TMEM119",2.90287802184374,0.243207737377772,5.35097197059202,1.40694278578547e-06,1.05589362615715e-05,4.92916867322812
"TMEM132A",2.01990532122577,0.732686073488665,5.31656549858571,1.60062857828018e-06,1.17450703883345e-05,4.80429255948045
"PLEKHH1",1.35251692205235,3.03176392297065,5.30902169128149,1.64648305963249e-06,1.20279810594432e-05,4.77695077965535
"TCTN2",1.19929656713177,1.89088919958382,5.27848987926045,1.84564889564988e-06,1.32810729952098e-05,4.66643283492135
"AFAP1",1.29655614356162,3.139531188227,5.24313125621156,2.1060539484972e-06,1.49508411515794e-05,4.53873081565856
"GPR173",1.42752291090736,0.307526569982874,5.24238732799294,2.11190405265288e-06,1.49661644467421e-05,4.53604738876325
"ZNF503",1.13038343698908,3.32176876622352,5.23796039204661,2.14704868828466e-06,1.51567971966729e-05,4.52008185525587
"ABCA3",1.08033741308929,0.691883950547818,5.23740720344019,2.15148059359887e-06,1.51695162879969e-05,4.51808715480404
"LMOD1",1.85120450620691,3.51072262056596,5.2365307892287,2.1585204716433e-06,1.52098556141756e-05,4.51492711828117
"ZIK1",1.06507518813984,1.27510080549291,5.23616454065234,2.16146910640622e-06,1.52213346412673e-05,4.51360661432486
"COL9A2",1.81516600963161,0.421671633851316,5.23286185306152,2.18823835676948e-06,1.53816754694308e-05,4.5017003556471
"PLCE1",1.38902244289128,1.84001431311928,5.22061387013902,2.29038947879433e-06,1.59731817641431e-05,4.4575703000172
"PCDHB14",1.23356255424828,0.857578505968192,5.20038471142337,2.46946810878727e-06,1.69700486269496e-05,4.38476768172929
"SPAG8",1.29952940607736,-0.231017321632714,5.18831828495506,2.58276890500753e-06,1.76913535150011e-05,4.34139212191791
"KRBA1",1.07490586065758,0.443738531302895,5.18800188399206,2.58580758293993e-06,1.77016560648143e-05,4.3402552537686
"RCN2",1.0369036077258,5.20710824021059,5.18467641348315,2.61795839230492e-06,1.78687278433356e-05,4.32830799899474
"LPCAT2",1.03830319576457,3.44774632420322,5.18313266490483,2.63301668707923e-06,1.79396618342935e-05,4.32276282821365
"EFR3B",1.6269417425169,-0.28623001462872,5.17608549822004,2.70284602152544e-06,1.83543876275608e-05,4.29745719015128
"RASL10B",1.83453774118675,2.12847227064556,5.17586852503364,2.70502461784597e-06,1.83543876275608e-05,4.29667826822846
"GPNMB",1.83039741432774,5.99631436883106,5.1754071323413,2.70966313517659e-06,1.83593987149002e-05,4.29502193457478
"MDK",1.83887024719714,3.09366851144137,5.17516210543793,2.71212964110879e-06,1.83593987149002e-05,4.29414234577014
"CUBN",1.02228829065644,0.207017581700952,5.17452504839897,2.71855276018337e-06,1.83920856825309e-05,4.29185553483484
"PLXDC1",1.73445762854115,2.11094704067545,5.1703958051979,2.76054989221394e-06,1.86107206351185e-05,4.27703558324489
"FNDC1",2.10941147241459,2.75662444581789,5.16964725260769,2.76823115902757e-06,1.86516042169293e-05,4.27434948954551
"ANGPT1",1.62733824890733,3.05117338589434,5.15993322602504,2.86983737652772e-06,1.92798917520368e-05,4.23950521471067
"MGAT5",1.09420261691026,4.11115490127604,5.14486024945061,3.0347956763839e-06,2.01998662014358e-05,4.18548776362448
"CKB",1.51018982936092,2.62223175745956,5.14412916159981,3.04302934224956e-06,2.02313218806044e-05,4.18286927885748
"PSTPIP1",1.26311904793144,1.14280852580335,5.13864728747134,3.10547070618481e-06,2.0610819675398e-05,4.16323978850665
"CORO2A",1.45516556315223,2.68887384027755,5.12253668401263,3.29635642719663e-06,2.17276979358361e-05,4.105597556611
"ARHGEF15",1.13739366975906,2.39181706158524,5.12116545112304,3.31312584390807e-06,2.18257604851397e-05,4.1006946388142
"SEMA6B",1.32897038998795,1.73298350034644,5.10206314246781,3.55563805081489e-06,2.3224396894762e-05,4.03244627067187
"LINGO1",2.6649788534204,-0.0111843160192056,5.10015865243033,3.5807514583244e-06,2.33455145319447e-05,4.02564738621088
"LOXL2",1.42662098418223,3.02145992031148,5.0963086744984,3.63205209329806e-06,2.36165281263772e-05,4.01190628524899
"NOTUM",2.66788932530272,4.56424593918199,5.09514293046224,3.64772741610144e-06,2.36917430995102e-05,4.00774638434135
"SLC38A11",1.4533286196984,3.82457258878268,5.08755674154536,3.75137134826921e-06,2.42828667240659e-05,3.98068454265555
"SEMA5B",1.45962513579647,0.388105622066073,5.08720447508763,3.75625370121711e-06,2.43008336755689e-05,3.97942830382113
"HSPG2",1.34631083691719,6.03399553310581,5.07985817631342,3.85950588331181e-06,2.48572866354002e-05,3.95323801129537
"ZBTB12",1.62263151556366,0.300764699069691,5.07923769037053,3.86835336319842e-06,2.49003660962577e-05,3.95102659856793
"PXYLP1",1.1240780016543,3.62580929435539,5.07218898858251,3.97026918256417e-06,2.54525332433145e-05,3.92591249391919
